"","total_cont","total_cust","zip_code","lat","long"
"811",10.5,1,94708,37.894625,-122.26372
"812",25,1,95008,37.278843,-121.95446
"813",25,1,95018,37.057708,-122.05967
"814",25,1,95125,37.295092,-121.89649
"815",25,1,95746,38.743811,-121.19013
"816",25,1,95818,38.556576,-121.49285
"817",360,2,95826,38.550098,-121.37492
"818",55,2,97007,45.469079,-122.85602
"819",25,1,98023,47.309021,-122.36178
"820",40,2,98053,47.640972,-122.03318
"821",25,1,98056,47.510739,-122.18372
"822",75,2,98058,47.448322,-122.14584
"823",25,1,98065,47.530639,-121.83053
"824",17.98,5,98102,47.63287,-122.32253
"825",25,1,98108,47.546188,-122.31514
"826",125,4,98155,47.753019,-122.30373
"827",25,1,98198,47.397521,-122.315
"828",25,1,98662,45.671806,-122.57894
